"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Human Capital: an Institutional Economics point of view","https://scispace.com/paper/human-capital-an-institutional-economics-point-of-view-1zeq4v5bnp","2008","Posted Content","Research Papers in Economics","Germana Bottone","","","- **Relevance Score:** 27/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Provides a nuanced definition of human capital using institutional economics; mentions education as part of the concept but lacks measurement methods, specific populations, case studies, policy discussion, or comparative analysis. Offers brief historical evolution of the definition.","Human capital is usually defined as “The aggregation of investments, such as education and on the job training that improves the individual’s productivity in the labour market”. The initial definition did not take into account some central aspects of “human capital”, owing to a supposed analogy with physical capital. But even though, from an economic point of view, there are some similarities, human beings are more complex than automatic machines. More recently, it has been attempted to articulate a more extensive definition of “human capital” by considering all the attributes embodied in individuals relevant to economic activity”. Nevertheless, the evolution of human capital definition is in some way restricted to its economic meaning, neglecting the intrinsic complexity of the concept that demands an in-depth re-examination of its social and cultural value. In order to achieve deeper understanding of the multiplicity of aspects making up human capital, we are going to make use of the main concepts of institutional and evolutionary economics.."
"Human capital theory","https://scispace.com/paper/human-capital-theory-49wsadyesn","2024","Book Chapter","","Irena Grugulis","10.4337/9781035308767.ch10","","- **Relevance Score:** 27/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Defines HCT clearly and notes education as investment, but lacks measurement methods, specific population applications, case studies, policy guidance, or comparative analysis.","The Human Capital Theory (HCT) entry includes sections that define the theory, explore developments in the theory, demonstrate specific application of the theory to HRM, and provide suggested topic areas for future research. HCT is the idea that, just as organisational productivity can be increased by investment, by, for example, purchasing new plant and machinery; individuals can invest in themselves, through increasing education, qualifications, skills, knowledge and health and, by so doing, they can improve their earnings (; ). Put simply, learning is earning (). "
"Moving Human Capital Inside the Production Boundary","https://scispace.com/paper/moving-human-capital-inside-the-production-boundary-dbp7x0jxtw","2004","Posted Content","Social Science Research Network","Pirkko Aulin-Ahmavaara
Pirkko Aulin-Ahmavaara","","https://papers.ssrn.com/sol3/Delivery.cfm/roiw_122.pdf?abstractid=545855&mirid=3","- **Relevance Score:** 27/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses national‑account approaches to quantify human capital, offering detailed measurement discussion; lacks clear definition, population focus, case studies, education analysis, historical overview, policy guidance, or comparative groups.","Moving human capital inside the production boundary requires human capital and its services to be treated as outputs of production processes. The primary input of labor ceases to exist, and it is necessary to redirect goods and services consumed by it as inputs in the industries that now produce human capital and its services, i.e. human time. A description of the total production system, which includes these industries, is given. This description is formalized by means of the dynamic input-output model. The potential uses of this approach are discussed. Two well-known approaches to include human capital in national accounts are discussed against this background. They lead to exceptionally high rates of return on inputs in human capital and, logically, also leave substantial resources available to net additions to the stocks of human capital."
"General military human resource management and special forces human resource management. A comparative outlook","https://scispace.com/paper/PsnJxJYkPCYJ","","","","ME Patrichi","","https://scholar.archive.org/work/igmuhnsrhre45oqqnf4h3w477e/access/wayback/http://journal.dresmara.ro/issues/volume6_issue2/09_patrichi.pdf","- **Relevance Score:** 27/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses military HR comparison to discuss long training cycles and high attrition, linking to human capital concepts but lacks formal theory, measurement, and broader policy analysis.",""
"Measuring human capital","https://scispace.com/paper/measuring-human-capital-369ir598xx","2003","","","Andrew Mayo","","https://pubs.aeaweb.org/doi/pdf/10.1257/jep.36.3.103","- **Relevance Score:** 27/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses enterprise-focused measurement framework to assess human assets, but lacks target-group focus, education investment analysis, historical overview, policy discussion, or comparative population study.","It is becoming vital to have a credible framework for 'people-related' measures within an enterprise. Better decisions flow from a more accurate assessment of human assets; and future reporting requirements are likely to focus increasingly on the softer aspects of business ... This Good Practice Guideline sets out the issues involved in measuring human capital, and suggests areas on which the finance function should concentrate."
"Unlocking The Potential: Transforming Defense Through Human Capital Management","https://scispace.com/paper/unlocking-the-potential-transforming-defense-through-human-1cn8ud5gmv","2023","Journal Article","","Aris Sarjito","10.58812/wsis.v1i11.333","https://www.academia.edu/download/118799091/375.pdf","- **Relevance Score:** 27/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses defense HCM customization to discuss leadership, metrics, and training for military personnel, but lacks formal theory definition, detailed measurement methods, and broader comparative or policy analysis.","This qualitative research study explores the adaptation of Human Capital Management (HCM) principles to meet the unique needs and challenges of defense organizations. The background highlights the increasing importance of optimizing HCM in defense to ensure operational readiness and adaptability in a dynamic security environment. The aim of this research is to provide insights into customizing HCM strategies for defense settings, including hierarchical structures, specialized skill requirements, and the imperative of operational readiness. Qualitative research methods using secondary data analysis were employed to examine existing literature, reports, and case studies related to HCM in defense. Findings reveal that customization of HCM in defense involves aligning leadership styles with HCM principles, overcoming cultural resistance, addressing bureaucratic constraints, and leveraging technological innovations for recruitment, training, and performance evaluation. Transformational and servant leadership styles emerged as conducive to HCM success in defense. Additionally, the study identifies relevant metrics such as retention rates, training effectiveness, promotion from within, employee engagement, and performance metrics, along with evaluation methods like benchmarking and cost-benefit analysis, as suitable for measuring HCM impact. These metrics can inform ongoing improvements, ensuring that defense organizations continuously adapt to meet evolving security challenges. In conclusion, this research sheds light on the potential of HCM to transform defense organizations, offering a roadmap for customizing strategies and leveraging leadership, technology, and evaluation methods to enhance human capital and national security."
"Ncome of the rural population is a condition for the formation of human capital in rural areas","https://scispace.com/paper/ncome-of-the-rural-population-is-a-condition-for-the-1eonci79","2022","Journal Article","Siberian Journal of Life Sciences and Agriculture","Svetlana Golovina
Andrey Poltarykhin
Pavel Zhuravlev
I. N. Mikolaychik","10.12731/2658-6649-2022-14-1-83-102","https://scispace.compdf/ncome-of-the-rural-population-is-a-condition-for-the-1eonci79.pdf","- **Relevance Score:** 27/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses rural human capital concepts and HCI methodology, mentions education and health benefits, but lacks focus on military, prisoners, or education‑investment case studies and policy analysis.","The formation of human capital in rural areas, adequate in quality to modern requirements for the level of functioning of the agricultural sector of the economy and trends in rural development, is the most important prerequisite for the harmonious spatial development of the Russian Federation, overcoming imbalances in the evolution of urban and rural localities, preserving rural communities and their places of life. The article presents the materials of the theoretical and empirical analysis of the most significant factors determining the development of human capital in rural areas (using the example of the Kurgan region as one of the depressed agricultural regions of Russia), including the social status of villagers, the structure and size of their income and expenses, and, consequently, opportunities to improve the human capital incorporated in them (by investing available funds in education, vocational training, development of entrepreneurial and creative abilities)."
"Implications of human resource accounting on human capital measurement in financial reports.","https://scispace.com/paper/implications-of-human-resource-accounting-on-human-capital-30x5dkirfm","2019","Journal Article","International Journal of Approximate Reasoning","Abel aigAsein
timothy aSoetan
ir Akintoye","10.21474/IJAR01/8326","","- **Relevance Score:** 27/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses HR accounting to discuss human capital as an intangible asset and cites training costs as investment, but lacks clear theory definition, quantitative measurement methods, target‑group focus, case studies, historical overview, policy guidance, or comparative analysis.",""
"Capital, Resource or People? Contemporary Trends in Personnel Management","https://scispace.com/paper/capital-resource-or-people-contemporary-trends-in-personnel-4cyh4a05vj","2014","Posted Content","Annales. Ethics in Economic Life","Agnieszka Marek","","https://scispace.com/pdf/capital-resource-or-people-contemporary-trends-in-personnel-4cyh4a05vj.pdf","- **Relevance Score:** 27/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Provides clear human capital definitions and mentions education investment broadly; lacks measurement methods, specific target groups, case studies, policy guidance, or comparative analysis.","People should be at the centre of attention within knowledge-based economics. The leaders of each enterprise ought to focus on providing the best conditions for their employees’ professional and individual development and treat them with respect in terms of their dignity and needs. In contemporary literature two notions in perceiving people in organisations are noticeable. The first one treats employees as ‘resources’ which have to be properly used or as ‘capital’ that should bring a decent return on investment. The second notion derives a lot from Christian philosophy and sees the human as a person who treats work as a way to realize his calling and thus is able to take responsibility for the decisions made and actions taken. Acting in a constantly changing environment, people have to be flexible and able to take advantage of emerging opportunities and avoid threats. Within this process it is not a matter of being a human ‘being’ but rather becoming, which means that they are incessantly developing their potential. Although it is hard to predict human behaviour, the main task for managers is to lead in a way that will help employees use their full potential for both their own and the company’s benefit."
"Human capital contribution into innovation progress: world experience","https://scispace.com/paper/human-capital-contribution-into-innovation-progress-world-30co9oz7dp","2014","","","T. V. Kasaeva
Russian Federation","","https://scispace.com/pdf/human-capital-contribution-into-innovation-progress-world-30co9oz7dp.pdf","- **Relevance Score:** 27/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Provides broad definitions and historical notes on human capital, mentions education investment generally, but lacks measurement methods, specific populations, case studies, policy guidance, or comparative analysis.","The article deals with the evaluation of different approaches to the human capital notion, the features of state policy in a number of developing and developed states based on foreign and home research. The approaches are aimed at stimulating human capital in order to stimulate the innovation activity. The article shows the use of concrete program measures of stimulating the human capital development by the innovation capital leaders aimed at stimulating the human capital to encourage innovation progress (benefits, financial support, measures of effective interaction between science and production). Particular attention is paid to the experience of some developing countries (china, India, South Korea) in preventing the «brain outflow» and in attracting both international and home 'intelligence"" into the national economy (remigration). (Kasaeva T.V., Kiseleva N.N., Rud N.Y. Human capital contribution into innovation progress: world experience. Life Sci J 2014;11(11):626-629) (ISSN:1097-8135). http://www.lifesciencesite.com. 114"
"Methodical approach to the assessment of human capital level of machine-building enterprises","https://scispace.com/paper/methodical-approach-to-the-assessment-of-human-capital-level-29ab7zi7r5","2020","Journal Article","","Yevheniia Makazan
Vita Los","10.1051/E3SCONF/202016613012","https://scispace.com/pdf/methodical-approach-to-the-assessment-of-human-capital-level-29ab7zi7r5.pdf","- **Relevance Score:** 27/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses matrix and indicator approaches to assess human capital in machine‑building firms; defines human capital broadly but lacks formal theory statement, target‑group focus, case studies, education investment analysis, historical overview, policy discussion, or comparative work.","Human capital is a key factor in the success of any enterprise. Since human capital, like other types of capital, is prone to exposure to various types of risk and an important task of any enterprise is to assess the level of human capital. This paper proposes the author’s approach to the formation of the structural components of human capital. Its structure included three sets of indicators that characterize educational, intellectual and physical capital. Also, a methodological approach is proposed to evaluate the human capital level of machine-building enterprises, which consists of three interrelated stages. The methodological approach is based on a point evaluation of the indicators included in the human capital structure based on the questionnaire (polling) of the personnel of the analyzed machine-building enterprises. The assessment of the level of human capital was carried out separately for two groups of workers. It is established that the total value of the integral index of human capital corresponds to the average level for all examined enterprises and ranges from 0,463 to 0,585. It has been found that the personnel at the machine-building enterprises have a great potential for development and a high propensity for change. The advantage of human capital assessment on the basis of its structural components is the ability to determine the optimal need for human resources and forecast the cost of supporting and developing human capital."
"Improving of Human Capital Assessment Methodology as a Basis for Improving the Management of Human Resources in New Economy","https://scispace.com/paper/improving-of-human-capital-assessment-methodology-as-a-basis-2r753coehr","2013","","","Elena Nikolaevna Chizhova
Tatiana Alexeevna Davydenko
Elena Yuryevna Kazhanova","","https://scispace.com/pdf/improving-of-human-capital-assessment-methodology-as-a-basis-2r753coehr.pdf","- **Relevance Score:** 25/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses broad human‑capital concepts and indexes, but lacks specific groups, case studies, or education‑investment analysis; offers limited policy discussion.","This article discusses some of the problems associated with the development of a methodology for assessing of human capital and the effectiveness of the investments in it and some issues actual for Russian organizations concerning human resource management. It is noted the importance of a n interdisciplinary approach to the study of the nature, function, mechanism of human capital, because of the need to find ways to make the most efficient use of the capacity of human resources.The attention is paid to the diversity of approaches and methods for the assessment of human capital, none of which can claim to be universal. It has been suggested that the practice of the domestic management of formal social criterion in the evaluation of personnel, both at the stage of selection and appraisal process, reduces the reliability of the information and does not give a realistic picture of the potential employee and of the efficiency of investment in human capital. The article provides a list of factors not taken into account while valuating the human capital. It makes conclusion about the need of further improvements to the methodology for assessing the potential of human resources in an integrated manner, in accordance with the requirements of the new"
"Conceptualization of Human Capital: Traditional Theories and Modern Approaches","https://scispace.com/paper/conceptualization-of-human-capital-traditional-theories-and-1qbe85cb7g60","2024","Journal Article","Obŝestvo: sociologiâ, psihologiâ, pedagogika","Maksim A. Borodkin","10.24158/spp.2024.10.3","","- **Relevance Score:** 23/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides a thorough definition and interdisciplinary framing of human capital, plus a historical overview of its evolution. Lacks measurement techniques, specific population applications, case studies, education investment analysis, policy recommendations, or comparative group analysis.","Conceptual approaches to human capital have been formed under the influence of various disciplines and areas of research practice. Currently, there are grounds to assert the interdisciplinary nature of this concept. The aim of the article is to consider the category of human capital in the process of its transformation from purely economic to socio-cultural in the context of today’s constantly changing reality. The work presents the main economic and sociological theories of human capital, outlines the viewpoints of scholars who were the developers of this concept, and highlights key areas of research on it in modern society. These include: research of the new types of capital typical for the modern social context; analysis of the concept’s structure from the perspective of its adaptability to the tasks of qualitative sociology; study of the mutual influence of human capital and the welfare state. "
"Non-growth Paths of Human-capital Accumulation","https://scispace.com/paper/non-growth-paths-of-human-capital-accumulation-1c0jbnrinv","1983","Book Chapter","","Z. M. Kubinski","10.1007/978-1-349-22741-9_15","","- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Defines human capital stock and its components, cites classic scholars; lacks measurement techniques, target-group focus, case studies, education‑investment analysis, and policy or comparative discussion, though it offers a brief historical nod.","The theory of the optimal behaviour of the individual as investor in human capital postulates that to produce realised (observed) earnings, he must accumulate a stock of human capital and rent its services in the market-place. The stock comprises intangible human assets such as formal knowledge (Schultz, 1959, 1961, 1963), ‘on-the-job’ skills and experience (Mincer, 1958, 1962), health (Mushkin, 1962), mobility (Sjaastad, 1962), market information (Stigler, 1962), attitudes and so on. Its formation entails costs which are incurred by himself, his parents, his employer and society."
"Human Capital within a Sraan Fixed Capital Framework","https://scispace.com/paper/human-capital-within-a-sraan-fixed-capital-framework-9t7de22c4c","2007","","","Rita Strohmaier","","https://www.iioa.org/conferences/16th/files/Papers/Strohmaier.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses a Sraán fixed‑capital model to conceptualize human capital and education/training effects, cites Becker/Mincer history, but lacks measurement methods, target‑group focus, case studies, or policy guidance.","Although the classical economists identified human capital analogous to any other stock of physical capital, skills have not been considered explicitly; instead, the problem of heterogeneous labour was set aside by reducing dierent abilities to one kind of labour. Relative prices are then determined on the basis of a uniform wage rate. In the 1950s Gary Becker and Jacob Mincer dealt with the impact of education and training on earnings within a neoclassical model. The worker is paid according to his marginal productivity so that wage dierentials occur due to dierent levels of qualification. On the basis of age-productivity profiles, which show the development of skills over the individuals lifetime, a Sraan model is presented in which commodities are produced by means of commodities. Human capital is introduced in analogy to fixed capital, i.e. in each stage of production a finished commodity is jointly produced with an employee at dierent age. This allows the implementation of education as well as on-the-job training. From the pattern of depreciation it is possible to derive an eciency-based wage regime, and by truncation the optimal length of employment can be determined. Moreover, the rate of return on education and the wage premium for the employee can be calculated so that the investigation of human capital is extended by the individual dimension."
"Human Resource Accounting and Shareholders Wealth Maximization: Empirical Study of Nigeria Quoted Manufacturing Firms","https://scispace.com/paper/human-resource-accounting-and-shareholders-wealth-2mfbqc7k20","2018","Journal Article","","Stanley Diepiriye Davies","10.46281/IJBMF.V2I1.118","https://scispace.com/pdf/human-resource-accounting-and-shareholders-wealth-2mfbqc7k20.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses human capital theory to frame HR accounting in Nigerian firms; outlines theory origins but lacks measurement methods, target‑group applications, case studies, or policy analysis.","This study empirically investigated the relationship between human resource accounting and shareholders wealth maximization of selected quoted manufacturing firms in Nigeria from 2000-2016.  Time series data was generated from the Annual Reports of the quoted firms. Twenty manufacturing firms were selected from the population of quoted manufacturing firms.  Two multiple regression models were specified and estimated with the aid of Software package for social services (SPSS). Return on investment was modeled as the function of capital and revenue expenditure components of human resource accounting. The generated collinearity diagnostics result shows that the Eigen values that correspond to the highest condition index and variable constant are consistent with the rule of thumb. The Durbin Watson test shows absence of auto-correlation. From the expenditure component, we found correlation coefficient of 71.3%, R2 and the Adjusted R2 shows that 50.8% and 36.0%. The explanatory power of the predictor variables shows that all the independent variables have positive but insignificant relationship with return on investment of the manufacturing firms except cost of human resource acquisition. The revenue expenditure proved   R2 and the adjusted R2 of 61.0% and 49.3% explained variation on return on investment. The coefficient of the independent variables proved that salaries, wages and bonus have positive relationship with return on investment of the selected manufacturing firms while commission and allowances have positive effect on return on investment. It concludes that human resource accounting has significant relationship with shareholders wealth maximization of the selected manufacturing firms. We recommend that all human capital expenditure should properly be accounted for and the need to investment on human capital of the firms."
"Analysis of Approaches and Methods of Assessing Human Capital in the Economy","https://scispace.com/paper/analysis-of-approaches-and-methods-of-assessing-human-1ijluhe5","2022","Journal Article","Ekonomika","Zh. B. Kuandyk
A. Assilova
Muhsin Kar","10.51176/1997-9967-2022-1-110-126","https://scispace.com/pdf/analysis-of-approaches-and-methods-of-assessing-human-1ijluhe5.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses broad assessment methods for human capital, defines core concepts loosely, but lacks focus on military, prisoners, or education investment; no case studies, historical overview, policy discussion, or comparative analysis.","Human capital is the primary source of development of the state organization. The assessment quality of human capital can contribute to improving the understanding of factors determining economic growth, assessing the longterm sustainability of a country’s development model, as well as measuring productivity and production productivity. The N.A. Nazarbayev and President K. K. Tokayev, in their messages, the strategic development plan of state stressed the importance of human capital development and designated it as the main force of the country’s development. The article discusses the methods of determining and evaluating human capital quality and comparative analysis based on their advantages and disadvantages. Scientific novelty – development of a methodology for determining the quality of human capital, including the definition of a flexible methodology that takes into account the economic and social characteristics of the country, based on a comparative analysis of traditional and innovative methods of human capital quality management models, their indicators. Made its own analysis of the formation and evaluation of human capital. Analysis of the problems of methods for assessing human capital, objectivity, and sufficiency of data for constructing an assessment. As a result, the advantages and disadvantages of the methods used to determine the quality of human capital were identified, and the possibility of application in practice was assessed. The evaluation used the methods of scientific abstraction, induction, deduction, analysis, and synthesis methods. The results can be presented as a practical tool for enterprises conducting the human capital assessment as a methodological means of teaching at university."
"A Brief Introduction to Human Capital Measures","https://scispace.com/paper/a-brief-introduction-to-human-capital-measures-3cl50lcvxu","2020","Report","National Bureau of Economic Research","Gang Liu
Barbara M. Fraumeni","10.3386/W27561","https://scispace.com/pdf/a-brief-introduction-to-human-capital-measures-3cl50lcvxu.pdf","- **Relevance Score:** 21/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses six global human capital indices to compare rankings and correlations, providing detailed measurement methodology. Lacks theory definition, target group focus, case studies, education investment analysis, and policy discussion; offers limited historical context and cross‑measure comparison.","There are six major measures of human capital, each of which covers at least 130 countries, all of which are described in this paper. These measures are of two distinct types: monetary and index-based. The two monetary versions are those by the World Bank (Lange et al., 2018) and by the United Nations Environmental Program and the Urban Institute of Kyushu University (Managi and Kumar et al., 2018). The four indicator versions are by the Institute of Health Metrics and Evaluation of the University of Washington (Lim et al., 2018), the United Nations Development Programme (UNDP, 2019), the World Bank (International Bank for Reconstruction and Development and the World Bank, 2018), and the World Economic Forum (World Economic Forum, 2017). In addition to describing each of these six measures, this paper compares them using ranking (Spearman) and level (Pearson) correlations. This paper was written as an introduction to a forthcoming book (Fraumeni, Barbara M., ed., Measuring Human Capital, Academic Press, Cambridge, MA) on human capital in order to help statisticians, researchers, analysts, policy-makers and government officials make an informed choice about which to use as this decision can matter."
"Evaluation of Investment in Human Capital Economical Effectiveness","https://scispace.com/paper/evaluation-of-investment-in-human-capital-economical-4tb5828egn","2012","Journal Article","The Engineering Economics","Vilda Giziene
Zaneta Simanaviciene
Oksana Palekiene","10.5755/J01.EE.23.2.1541","https://scispace.com/pdf/evaluation-of-investment-in-human-capital-economical-4tb5828egn.pdf","- **Relevance Score:** 20/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Defines human capital broadly and discusses education investment, but lacks measurement methods, specific target groups, case studies, policy guidance, or comparative analysis.","According to human capital theory the higher education is considered as an investment decision. In order to be beneficial from economic point of view and in comparison with other investment opportunities, investment in education should give a higher rate of return on investment. Knowledge about the return on investment can help to make competent decisions, which would have an economic benefit in the future. Evaluating the investment in human capital (education) as an individual decision, since the vast majority of individuals for gained education should pay themselves and only a part of the price shall be covered by the state, the rate of return on investment becomes an increasingly important evaluation criterion. Making an investment decision it is very important to allocate resources properly. For the individual the costs of this investment include poor wages and direct costs. It can be assumed that individuals with higher education will be paid more than the others without education. Thus, the investment in higher education (human capital) is useful as long as there is a positive difference between marginal benefit and marginal costs. Higher education is a guarantee of a higher life quality. But, in order to ensure the higher life quality, such main factors as individual skills and labour productivity should be eximined. Investment in human and physical capital doesn’t only promote the growth of labour market. The investment such as lower inflation rates and freer trade (lower limits) also stimulates the economic growth. The ability to absorb easily technological change increases labour productivity and efficiency. Education, lifelong learning and health are very important investment in human capital. The foreign scientists performed researches and proved that income growth of individuals depends on the level or degree of education the individual has gained. Rate of return on investment in human capital is positive even after direct and indirect costs estimation. The individuals with higher education have higher incomes in comparison with individuals with college education. Education is one of the most important development factors of the modern knowledge based economy. However, educational and scientific development requires the long-term and huge investment. This investment also should be assessed from the social aspect. On the one hand investment in human capital should be stimulated; on the other aspect it should assess their effectiveness. As the investment in human capital is a complex problem from both practical and scientific aspect, so the practice of such evaluation and applied methods do not give an unambiguous answer. It is very important to evaluate the effectiveness of this investment, to estimate the detention of the time, the money flows: incomes (revenues) and outcomes (expenditures).DOI: http://dx.doi.org/10.5755/j01.ee.23.2.1541"
"Investment in human capital","https://scispace.com/paper/investment-in-human-capital-2841x1c81a","2016","","","William D. Marder
Douglas E. Hough","","https://www.jstor.org/stable/pdfplus/145656","- **Relevance Score:** 18/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses resident physician training as a concrete case of on‑the‑job education investment, confirming theory; lacks formal definition, measurement methods, and focus on specified target groups.","A wealth-maximizing model of the demand for investment in human capital is applied to the investments made by resident physicians. Residents work long hours for relatively low salaries in order to gain exposure to learning opportunities that ultimately enhance future income. A model of hospital supply of investment opportunities is also developed which emphasizes the trade-off the hospital must make between providing additional patient care and employee training. In the past the inability to quantify on-the-job training investment has precluded direct empirical investigation of this decision. A unique data set allows the simultaneous examination of the demand for and supply of learning opportunities; the results generally confirm the theory."
"Comparing Returns from Human and Physical Capital: Black, White and Many Shades of Gray","https://scispace.com/paper/comparing-returns-from-human-and-physical-capital-black-5cmldxcb70","2015","Journal Article","Social Science Research Network","Rafi Amir-ud-Din","10.2139/SSRN.2679444","","- **Relevance Score:** 17/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses country-level enrollment rates and GLS to estimate education returns, showing education drives higher human‑capital returns; lacks definition, target‑group focus, historical context, policy discussion, or comparative group analysis.","This study aims to quantitatively estimate the rates of returns from investment in human and physical capital and find any possible endogeniety between these two types of capital, and compare the returns from two types of capital investments. Using primary, secondary and tertiary level enrollment rates as alternative proxies for human capital, this study estimates the returns on investment in human as well as in physical capital for a panel of 202 countries for the period 1971-2015 using the random effect GLS model. The analysis is also done at a more disaggregated income groups’ level. Returns on human capital investment surpass investment on physical capital investment when human capital is measured by secondary and tertiary level education. As we move along the income continuum, continuously higher levels of education brings in the highest returns."
"The Extent to Which Human Resources Managers in KNPC Believe in Human Resource Investment","https://scispace.com/paper/the-extent-to-which-human-resources-managers-in-knpc-believe-3813jxgwhb","2014","Journal Article","International Business Research","Ateej B. Al-Adwani","10.5539/IBR.V7N4P132","https://scispace.com/pdf/the-extent-to-which-human-resources-managers-in-knpc-believe-3813jxgwhb.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Discusses planning, safety, and training challenges, mentions measurement approaches, but lacks theory definition, target‑group focus, case studies, and policy analysis.","Human Capital is increasingly believed to play an important role in the growth process, so the attention headed towards the investment in Human Capital. This concept is relatively varying from one organization to another. In this study the purpose is to examine the extent to which Human Resource managers in KNPC believe in Human Resource Investment. For this purpose the researcher made interviews with the Head Managers in KNPC in order to understand their thought and ideas about human recourse management and investment. And the results of this study are as the following: proceeding from the concept of human resources development, the KNPC Head Managers stated that training the new employees as well as training the trainers has proved positive effects on performance, productivity and the overall success. The performance of human capital is being observed using the Balanced Scorecard as a management system strategy. Also the interviews with the head managers have emerged the perspective of decision making the managers adapting. Finally the researcher presented some recommendations as the following: while involving the employees in decision making process the managers must be aware about the privacy of some decisions regarding its importance and how much it is dangerous to be spread outside the organization. In addition of that the researcher recommends to integrate the modern concepts of balanced scorecard in order to achieve better measurements and estimation for human capital."
"Human capital assessment methodology","https://scispace.com/paper/human-capital-assessment-methodology-565aprzplc","2023","Journal Article","Baltic Journal of Economic Studies","Yuriy Safonov
Yevgen Maslennikov
Mykhailo Danylko","10.30525/2256-0742/2023-9-3-179-184","https://scispace.compdf/human-capital-assessment-methodology-565aprzplc.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides several Ukrainian enterprise assessment formulas and discusses depreciation‑based and effect‑based measurement approaches, but lacks theory definition, target‑group focus, case studies, education analysis, historical context, policy discussion, or comparative work.","The main purpose of the paper is to analyse the existing methods and procedures of estimation of human capital as a dominant factor in improving profitability and competitiveness of the enterprise. The main tasks of the paper are to study and analyse the concept of human capital and its characteristics, to systematise approaches and methods of estimation of human capital within the framework of the company and the national economy. Methodology. This study analyses the theoretical basis of the estimation of human capital at different levels. The method used is literature review. Findings. The article raises the problem of using human capital as one of the indicators of efficient development of the economy. The analysis of the methodology of estimation of human capital is carried out. The article considers current methods of estimation of human capital at different levels: micro-, meso-, macro-, as well as their comparative analysis. The characteristics of the basic approaches to the estimation of human capital are considered, the analysis of the problems of indirect methods of estimation of human capital, objectivity and sufficiency of data for the construction of estimates is carried out. External factors such as socio-psychological resources, environmental influences, human lifestyles, such as dietary intake, need to be taken into account in order to estimate human capital accurately. Each approach has its own strengths and weaknesses. The weaknesses are more related to the difficulties in quantifying some of the components of human capital and the difficulties in collecting, processing and statistically analysing information at all levels of the study. Each approach has its own strengths and weaknesses. The weaknesses are more related to the difficulties of quantifying some components of human capital, and the difficulties of collecting, processing and statistically analysing information at all levels of the study. The authors also found that the investment approach is the most popular and provides the most adequate estimates. Practical implications. The results of this study provide a methodological basis for improving the methodology of estimating the value of human capital. The analysed approaches can be used at different levels of the national economy (macro-, meso- and micro-) by different organisational structures for further management decisions. "
"Methodology principles of human capital evaluation in macro-level","https://scispace.com/paper/methodology-principles-of-human-capital-evaluation-in-macro-3jh17rydz7","2012","Journal Article","Economics and Management","Žiedūna Liepė","10.5755/J01.EM.17.2.2208","https://scispace.com/pdf/methodology-principles-of-human-capital-evaluation-in-macro-3jh17rydz7.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides macro-level HC evaluation principles and mentions investment in education/training, but lacks definition, specific populations, case studies, historical overview, policy discussion, or comparative analysis.","Human capital development requires substantial capital contributions - financial, material and time costs, which have to pay off over a longer or shorter time. Its effective use can’t be analyzed in isolation. It must be assessed in relation with the internal and external factors of surrounding environment, observing a certain consistency. Integrated interpretation of the impact of these factors makes it possible to distinguish influence of each factor affecting the overall business's performance. This paper presents the evaluation process of six steps, based on which is formed the methodology framework of human capital evaluation in macro-level, highlighting the key moments and emerging problems. For effective evaluation of human capital, there has to be implemented in series the basic stages of evaluation process, also must be met a structured approach to the capital, bringing together both the tangible and intangible capital, and thus highlighting the aspects of changes, adaptation and flexibility in the value creation process. DOI: http://dx.doi.org/10.5755/j01.em.17.2.2208"
